0,1,2,3
(1098,220,272,-2)
(1096,220,272,-2)
(1094,220,272,-2)
(1092,220,272,-2)
(1090,220,272,-2)
(1088,220,272,-2)
(1086,220,272,-2)
(1084,220,272,-2)
(1082,221,271,-2)
(1080,221,271,-2)
(1078,221,271,-2)
(1076,221,271,-2)
(1074,221,271,-2)
(1072,221,271,-2)
(1070,221,271,-2)
(1068,221,271,-2)
(1067,221,271,-2)
(1065,221,271,-2)
(1063,221,271,-2)
(1061,222,275,-2)
(1059,222,275,-2)
(1057,222,275,-2)
(1055,222,275,-2)
(1053,222,275,-2)
(1051,223,276,-2)
(1049,223,276,-2)
(1047,223,276,-2)
(1045,223,276,-2)
(1043,223,276,-2)
(1041,224,277,-2)
(1039,224,277,-2)
(1037,224,277,-2)
(1035,224,277,-2)
(1033,225,277,-2)
(1031,225,277,-2)
(1029,225,277,-2)
(1027,225,277,-2)
(1025,226,278,-2)
(1023,226,278,-2)
(1021,226,278,-2)
(1019,227,279,-2)
(1017,227,279,-2)
(1015,227,279,-2)
(1013,228,280,-2)
(1011,228,280,-2)
(1009,228,280,-2)
(1007,229,280,-2)
(1005,229,280,-2)
(1003,229,280,-2)
(1001,230,281,-2)
(999,230,281,-2)
(997,231,282,-2)
(995,231,282,-2)
(993,232,283,-2)
(991,232,283,-2)
(989,232,283,-2)
(987,233,283,-2)
(986,233,283,-2)
(984,234,286,-2)
(982,234,286,-2)
(980,235,287,-2)
(978,235,287,-2)
(976,236,287,-2)
(975,237,288,-2)
(973,237,288,-2)
(971,238,288,-2)
(969,239,289,-2)
(967,239,289,-2)
(965,240,289,-2)
(963,241,290,-2)
(961,241,290,-2)
(959,242,290,-2)
(957,243,290,-2)
(956,243,290,-2)
(954,244,291,-2)
(952,245,291,-2)
(950,245,291,-2)
(948,246,291,-2)
(946,247,291,-2)
(944,248,291,-2)
(943,248,291,-2)
(941,249,292,-2)
(939,250,292,-2)
(937,250,292,-2)
(935,251,292,-2)
(933,252,292,-2)
(931,253,292,-2)
(930,253,292,-2)
(928,254,292,-2)
(926,255,292,-2)
(924,256,292,-2)
(922,256,292,-2)
(920,257,292,-2)
(918,258,292,-2)
(917,259,292,-2)
(915,259,292,-2)
(913,260,292,-2)
(911,261,292,-2)
(910,261,292,-2)
(908,262,293,-2)
(906,263,293,-2)
(905,264,294,-2)
(903,265,294,-2)
(901,265,294,-2)
(899,266,295,-2)
(897,267,295,-2)
(895,268,295,-2)
(894,269,296,-2)
(892,270,296,-2)
(890,271,296,-2)
(888,271,296,-2)
(886,272,297,-2)
(885,273,297,-2)
(883,274,297,-2)
(881,275,297,-2)
(879,276,297,-2)
(878,277,297,-2)
(876,278,298,-2)
(874,279,298,-2)
(872,280,298,-2)
(870,281,298,-2)
(869,282,298,-2)
(867,282,298,-2)
(865,283,298,-2)
(863,284,299,-2)
(862,285,299,-2)
(860,286,299,-2)
(858,287,299,-2)
(856,288,299,-2)
(855,289,299,-2)
(853,290,299,-2)
(851,291,299,-2)
(849,292,299,-2)
(848,293,299,-2)
(846,294,299,-2)
(844,295,300,-2)
(842,296,300,-2)
(841,297,300,-2)
(839,298,300,-2)
(838,299,300,-2)
(836,300,300,-2)
(835,301,300,-2)
(833,302,300,-2)
(831,303,300,-2)
(829,304,301,-2)
(828,305,301,-2)
(826,306,301,-2)
(824,307,301,-2)
(822,308,301,-2)
(821,309,301,-2)
(819,310,301,-2)
(817,311,301,-2)
(816,312,301,-2)
(814,313,301,-2)
(812,314,301,-2)
(810,315,301,-2)
(809,316,301,-2)
(807,317,302,-2)
(805,318,302,-2)
(803,319,302,-2)
(802,320,302,-2)
(800,321,302,-2)
(798,322,302,-2)
(797,323,302,-2)
(795,325,302,-2)
(793,326,302,-2)
(791,327,302,-2)
(790,328,302,-2)
(788,329,302,-2)
(786,330,302,-2)
(785,331,302,-2)
(783,332,302,-2)
(781,333,302,-2)
(779,334,302,-2)
(778,335,302,-2)
(776,336,302,-2)
(774,337,302,-2)
(773,338,302,-2)
(771,339,302,-2)
(770,340,302,-2)
(768,341,302,-2)
(767,342,302,-2)
(765,343,303,-2)
(763,344,303,-2)
(762,345,303,-2)
(760,347,303,-2)
(758,348,304,-2)
(756,349,304,-2)
(755,350,304,-2)
(753,351,304,-2)
(751,352,304,-2)
(750,353,304,-2)
(748,354,304,-2)
(746,356,304,-2)
(745,357,304,-2)
(743,358,304,-2)
(741,359,304,-2)
(740,360,304,-2)
(738,361,304,-2)
(736,362,304,-2)
(735,363,304,-2)
(733,365,304,-2)
(731,366,304,-2)
(730,367,304,-2)
(728,368,304,-2)
(726,369,304,-2)
(725,370,303,-2)
(723,371,303,-2)
(721,372,303,-2)
(720,373,303,-2)
(718,375,303,-2)
(716,376,303,-2)
(715,377,302,-2)
(713,378,302,-2)
(711,379,302,-2)
(709,380,301,-2)
(708,381,301,-2)
(706,382,301,-2)
(704,383,300,-2)
(703,384,300,-2)
(701,385,299,-2)
(699,386,299,-2)
(698,386,299,-2)
(696,387,299,-2)
(695,388,299,-2)
(693,389,298,-2)
(691,390,298,-2)
(689,391,298,-2)
(688,392,297,-2)
(686,393,297,-2)
(684,394,297,-2)
(682,395,297,-2)
(680,396,296,-2)
(679,397,296,-2)
(677,398,296,-2)
(675,399,296,-2)
(673,399,296,-2)
(671,400,296,-2)
(670,401,296,-2)
(668,402,295,-2)
(666,403,295,-2)
(664,404,295,-2)
(662,405,295,-2)
(661,405,295,-2)
(659,406,295,-2)
(657,407,295,-2)
(655,408,295,-2)
(653,409,295,-2)
(651,410,295,-2)
(650,410,295,-2)
(648,411,294,-2)
(646,412,294,-2)
(644,413,294,-2)
(642,414,294,-2)
(640,415,294,-2)
(639,415,294,-2)
(637,416,294,-2)
(635,417,294,-2)
(633,418,294,-2)
(631,419,294,-2)
(629,420,294,-2)
(628,420,294,-2)
(626,421,294,-2)
(624,422,294,-2)
(623,422,294,-2)
(621,423,295,-2)
(619,424,295,-2)
(618,425,295,-2)
(616,426,296,-2)
(614,427,296,-2)
(612,428,296,-2)
(610,428,296,-2)
(609,429,296,-2)
(607,430,296,-2)
(605,431,296,-2)
(603,432,296,-2)
(601,433,296,-2)
(600,434,296,-2)
(598,435,296,-2)
(596,436,296,-2)
(594,436,296,-2)
(592,437,296,-2)
(591,438,296,-2)
(589,439,296,-2)
(587,440,296,-2)
(585,441,296,-2)
(583,442,296,-2)
(581,443,295,-2)
(580,443,295,-2)
(578,444,295,-2)
(576,445,295,-2)
(574,446,295,-2)
(572,447,294,-2)
(570,448,294,-2)
(569,449,294,-2)
(567,449,294,-2)
(565,450,293,-2)
(563,451,293,-2)
(561,452,292,-2)
(559,452,292,-2)
(558,453,292,-2)
(556,454,291,-2)
(554,455,290,-2)
(552,455,290,-2)
(550,456,290,-2)
(549,456,290,-2)
(547,457,289,-2)
(545,458,289,-2)
(543,458,289,-2)
(541,459,289,-2)
(540,460,288,-2)
(538,460,288,-2)
(536,461,288,-2)
(534,461,288,-2)
(532,462,288,-2)
(530,463,288,-2)
(528,463,288,-2)
(526,464,287,-2)
(524,464,287,-2)
(522,465,287,-2)
(521,466,287,-2)
(519,466,287,-2)
(517,467,286,-2)
(515,467,286,-2)
(513,468,286,-2)
(511,468,286,-2)
(509,469,286,-2)
(507,470,285,-2)
(505,470,285,-2)
(503,471,285,-2)
(501,471,285,-2)
(499,472,285,-2)
(497,472,285,-2)
(495,473,284,-2)
(494,473,284,-2)
(492,474,283,-2)
(490,474,283,-2)
(488,474,283,-2)
(486,475,282,-2)
(484,475,282,-2)
(482,476,281,-2)
(480,476,281,-2)
(478,476,281,-2)
(476,477,280,-2)
(474,477,280,-2)
(472,477,280,-2)
(470,478,278,-2)
(468,478,278,-2)
(467,478,278,-2)
(465,478,278,-2)
(463,479,278,-2)
(461,479,278,-2)
(459,479,278,-2)
(457,480,277,-2)
(455,480,277,-2)
(453,480,277,-2)
(451,480,277,-2)
(449,480,277,-2)
(447,481,275,-2)
(445,481,275,-2)
(443,481,275,-2)
(441,481,275,-2)
(439,481,275,-2)
(437,481,275,-2)
(435,481,275,-2)
(433,482,273,-2)
(431,482,273,-2)
(429,482,273,-2)
(427,482,273,-2)
(425,482,273,-2)
(423,482,273,-2)
(421,482,273,-2)
(419,482,273,-2)
(417,482,273,-2)
(415,482,273,-2)
(413,482,273,-2)
(411,482,273,-2)
(409,482,273,-2)
(407,482,273,-2)
(405,482,273,-2)
(403,482,273,-2)
(401,482,273,-2)
(399,482,273,-2)
(397,482,273,-2)
(395,482,273,-2)
(393,482,273,-2)
(391,482,273,-2)
(389,482,273,-2)
(387,482,273,-2)
(386,482,273,-2)
(384,482,273,-2)
(382,482,273,-2)
(380,482,273,-2)
(378,482,273,-2)
(376,482,273,-2)
(374,482,273,-2)
(372,482,273,-2)
(370,482,273,-2)
(368,482,273,-2)
(366,481,267,-2)
(364,481,267,-2)
(362,481,267,-2)
(360,481,267,-2)
(358,481,267,-2)
(356,481,267,-2)
(354,481,267,-2)
(352,480,265,-2)
(350,480,265,-2)
(348,480,265,-2)
(346,480,265,-2)
(344,479,263,-2)
(342,479,263,-2)
(340,479,263,-2)
(338,479,263,-2)
(336,478,262,-2)
(334,478,262,-2)
(332,478,262,-2)
(330,478,262,-2)
(328,477,260,-2)
(326,477,260,-2)
(324,477,260,-2)
(322,476,259,-2)
(320,476,259,-2)
(318,475,258,-2)
(316,475,258,-2)
(314,474,256,-2)
(312,474,256,-2)
(310,473,255,-2)
(308,473,255,-2)
(306,472,253,-2)
(305,472,253,-2)
(303,471,251,-2)
(301,471,251,-2)
(299,470,249,-2)
(297,469,248,-2)
(296,468,247,-2)
(294,468,247,-2)
(292,467,245,-2)
(290,466,244,-2)
(288,465,244,-2)
(287,464,243,-2)
(285,463,242,-2)
(283,462,242,-2)
(281,461,241,-2)
(279,460,241,-2)
(278,459,240,-2)
(276,458,240,-2)
(274,457,240,-2)
(272,456,239,-2)
(271,455,239,-2)
(269,454,238,-2)
(267,453,238,-2)
(266,452,238,-2)
(264,451,237,-2)
(262,450,237,-2)
(261,449,237,-2)
(259,448,237,-2)
(257,447,236,-2)
(256,446,236,-2)
(254,444,236,-2)
(252,443,236,-2)
(251,442,235,-2)
(249,441,235,-2)
(247,440,235,-2)
(246,439,235,-2)
(244,437,235,-2)
(242,436,234,-2)
(241,435,234,-2)
(239,434,234,-2)
(237,433,234,-2)
(236,432,234,-2)
(235,431,234,-2)
(233,430,233,-2)
(232,429,233,-2)
(230,427,233,-2)
(229,426,232,-2)
(227,425,232,-2)
(225,424,232,-2)
(224,422,232,-2)
(222,421,231,-2)
(221,420,231,-2)
(219,419,231,-2)
(218,417,231,-2)
(216,416,230,-2)
(214,415,230,-2)
(213,414,230,-2)
(211,412,230,-2)
(210,411,230,-2)
(208,410,229,-2)
(207,408,229,-2)
(205,407,229,-2)
(204,406,229,-2)
(202,404,228,-2)
(201,403,228,-2)
(199,402,228,-2)
(198,400,228,-2)
(196,399,227,-2)
(195,398,227,-2)
(193,396,227,-2)
(192,395,226,-2)
(191,393,226,-2)
(189,392,226,-2)
(188,391,225,-2)
(186,389,225,-2)
(185,388,225,-2)
(183,386,224,-2)
(182,385,224,-2)
(181,384,223,-2)
(179,382,223,-2)
(178,381,222,-2)
(177,379,221,-2)
(175,378,221,-2)
(174,376,221,-2)
(173,375,220,-2)
(172,374,219,-2)
(171,372,219,-2)
(170,371,219,-2)
(168,369,218,-2)
(167,367,218,-2)
(166,366,218,-2)
(165,364,217,-2)
(163,363,217,-2)
(162,361,217,-2)
(161,359,217,-2)
(160,358,216,-2)
(159,356,216,-2)
(157,355,216,-2)
(156,353,215,-2)
(155,351,215,-2)
(154,350,215,-2)
(153,348,215,-2)
(152,346,214,-2)
(151,345,214,-2)
(149,343,214,-2)
(148,341,213,-2)
(147,340,213,-2)
(146,338,213,-2)
(145,336,212,-2)
(144,335,212,-2)
(143,333,211,-2)
(142,331,211,-2)
(141,329,210,-2)
(140,328,210,-2)
(139,326,210,-2)
(138,324,209,-2)
(137,322,208,-2)
(136,321,208,-2)
(135,319,207,-2)
(134,317,207,-2)
(133,315,206,-2)
(132,314,205,-2)
(132,312,205,-2)
(131,310,203,-2)
(130,308,203,-2)
(130,307,203,-2)
(129,305,201,-2)
(128,303,199,-2)
(128,301,199,-2)
(127,299,198,-2)
(126,298,197,-2)
(126,296,197,-2)
(125,294,195,-2)
(125,292,195,-2)
(124,290,194,-2)
(124,288,194,-2)
(123,286,193,-2)
(123,284,193,-2)
(122,282,192,-2)
(122,280,192,-2)
(121,278,191,-2)
(121,276,191,-2)
(121,274,191,-2)
(120,272,190,-2)
(120,270,190,-2)
(120,268,190,-2)
(119,266,190,-2)
(119,264,190,-2)
(119,262,190,-2)
(118,260,189,-2)
(118,258,189,-2)
(118,256,189,-2)
(117,254,188,-2)
(117,252,188,-2)
(117,250,188,-2)
(117,248,188,-2)
(116,246,188,-2)
(116,244,188,-2)
(116,242,188,-2)
(116,240,188,-2)
(115,238,187,-2)
(115,236,187,-2)
(115,234,187,-2)
(114,232,187,-2)
(114,230,187,-2)
(114,228,187,-2)
(114,227,187,-2)
(114,225,187,-2)
(113,223,186,-2)
(113,221,186,-2)
(113,219,186,-2)
(113,217,186,-2)
(113,215,186,-2)
(113,213,186,-2)
(112,211,184,-2)
(112,209,184,-2)
(112,207,184,-2)
(112,205,184,-2)
(112,203,184,-2)
(112,201,184,-2)
(112,199,184,-2)
(112,197,184,-2)
(112,195,184,-2)
(111,193,182,-2)
(111,191,182,-2)
(111,189,182,-2)
(111,187,182,-2)
(111,185,182,-2)
(111,183,182,-2)
(111,181,182,-2)
(111,179,182,-2)
(111,177,182,-2)
(111,175,182,-2)
(111,173,182,-2)
(111,171,182,-2)
(111,169,182,-2)
(111,167,182,-2)
(111,165,182,-2)
(111,163,182,-2)
(111,161,182,-2)
(110,159,182,-2)
(110,157,182,-2)
(110,155,182,-2)
(110,153,182,-2)
(110,151,182,-2)
(110,149,182,-2)
(110,147,182,-2)
(110,146,182,-2)
(110,144,182,-2)
(110,142,182,-2)
(110,140,182,-2)
(110,138,182,-2)
(110,136,182,-2)
(109,134,182,-2)
(109,132,182,-2)
(109,130,182,-2)
(109,128,182,-2)
(109,126,182,-2)
(109,124,182,-2)
(109,122,182,-2)
(109,120,182,-2)
(109,118,182,-2)
(109,116,182,-2)
(109,114,182,-2)
(109,112,182,-2)
(108,110,183,-2)
(108,108,183,-2)
(108,106,183,-2)
(108,104,183,-2)
(108,102,183,-2)
(108,100,183,-2)
(108,98,183,-2)
(108,96,183,-2)
(108,94,183,-2)
(108,92,183,-2)
(107,90,183,-2)
(107,88,183,-2)
(107,87,183,-2)
(107,85,183,-2)
(107,83,183,-2)
(107,81,183,-2)
(107,79,183,-2)
(107,77,183,-2)
(107,75,183,-2)
(107,73,183,-2)
(106,71,184,-2)
(106,69,184,-2)
(106,67,184,-2)
(106,65,184,-2)
(106,64,184,-2)
(106,63,184,-2)
(106,61,184,-2)
(106,59,184,-2)
(106,57,184,-2)
(106,55,184,-2)
(106,53,184,-2)
(106,51,184,-2)
(106,49,184,-2)
(106,47,184,-2)
(106,45,184,-2)
(106,43,184,-2)
(106,41,184,-2)
(106,39,184,-2)
(106,37,184,-2)
(106,35,184,-2)
(106,33,184,-2)
(106,31,184,-2)
(106,29,184,-2)
(106,27,184,-2)
(106,25,184,-2)
(106,23,184,-2)
(106,21,184,-2)
(106,19,184,-2)
(106,17,184,-2)
(106,15,184,-2)
(106,13,184,-2)
(106,11,184,-2)
(106,9,184,-2)
(106,7,184,-2)
(106,5,184,-2)
(106,3,184,-2)
(106,1,184,-2)
(106,-1,184,-2)
(106,-3,184,-2)
(106,-5,184,-2)
(106,-7,184,-2)
(106,-9,184,-2)
(106,-11,184,-2)
(106,-13,184,-2)
(106,-15,184,-2)
(106,-17,184,-2)
(106,-19,184,-2)
(106,-21,184,-2)
(106,-23,184,-2)
(106,-25,184,-2)
(106,-27,184,-2)
(106,-29,184,-2)
(106,-31,184,-2)
(106,-33,184,-2)
(106,-35,184,-2)
(106,-37,184,-2)
(106,-39,184,-2)
(106,-41,184,-2)
(106,-43,184,-2)
(106,-45,184,-2)
(106,-47,184,-2)
(106,-49,184,-2)
(106,-51,184,-2)
(106,-53,184,-2)
(106,-55,184,-2)
(106,-57,184,-2)
(106,-59,184,-2)
(106,-61,184,-2)
(106,-63,184,-2)
(106,-65,184,-2)
(106,-67,184,-2)
(106,-69,184,-2)
(106,-71,184,-2)
(106,-73,184,-2)
(106,-75,184,-2)
(106,-77,184,-2)
(106,-79,184,-2)
(106,-81,184,-2)
(106,-83,184,-2)
(106,-85,184,-2)
(106,-87,184,-2)
(106,-89,184,-2)
(106,-91,184,-2)
(106,-93,184,-2)
(106,-95,184,-2)
(106,-97,184,-2)
(106,-99,184,-2)
(106,-101,184,-2)
(106,-103,184,-2)
(106,-105,184,-2)
(106,-107,184,-2)
(106,-109,184,-2)
(106,-111,184,-2)
(106,-113,184,-2)
(106,-115,184,-2)
(106,-117,184,-2)
(106,-119,184,-2)
(106,-121,184,-2)
(106,-123,184,-2)
(106,-125,184,-2)
(106,-127,184,-2)
(106,-129,184,-2)
(106,-131,184,-2)
(106,-133,184,-2)
(106,-135,184,-2)
(106,-137,184,-2)
