0,1,2,3
(992,213,248,-2)
(990,212,249,-2)
(988,211,249,-2)
(987,211,249,-2)
(985,210,250,-2)
(983,209,250,-2)
(981,209,250,-2)
(979,208,250,-2)
(978,208,250,-2)
(976,207,251,-2)
(974,206,251,-2)
(972,206,251,-2)
(970,205,252,-2)
(969,204,252,-2)
(967,204,252,-2)
(965,203,252,-2)
(963,203,252,-2)
(961,202,253,-2)
(959,201,253,-2)
(957,201,253,-2)
(955,200,253,-2)
(953,200,253,-2)
(951,199,254,-2)
(949,199,254,-2)
(948,198,254,-2)
(946,197,254,-2)
(944,197,254,-2)
(942,196,254,-2)
(940,196,254,-2)
(938,195,255,-2)
(936,195,255,-2)
(934,194,255,-2)
(932,194,255,-2)
(930,193,255,-2)
(928,193,255,-2)
(926,192,255,-2)
(924,192,255,-2)
(922,191,256,-2)
(920,191,256,-2)
(919,190,256,-2)
(917,190,256,-2)
(915,189,256,-2)
(913,189,256,-2)
(911,188,257,-2)
(909,188,257,-2)
(907,187,257,-2)
(905,187,257,-2)
(903,187,257,-2)
(901,186,258,-2)
(900,186,258,-2)
(898,186,258,-2)
(896,185,260,-2)
(894,185,260,-2)
(892,185,260,-2)
(890,184,260,-2)
(888,184,260,-2)
(886,184,260,-2)
(884,183,261,-2)
(882,183,261,-2)
(880,183,261,-2)
(878,182,261,-2)
(876,182,261,-2)
(874,182,261,-2)
(872,181,261,-2)
(870,181,261,-2)
(868,181,261,-2)
(866,180,261,-2)
(864,180,261,-2)
(862,180,261,-2)
(860,180,261,-2)
(858,179,261,-2)
(856,179,261,-2)
(854,179,261,-2)
(852,178,262,-2)
(850,178,262,-2)
(848,178,262,-2)
(846,177,262,-2)
(844,177,262,-2)
(842,177,262,-2)
(840,177,262,-2)
(838,176,262,-2)
(836,176,262,-2)
(834,176,262,-2)
(832,176,262,-2)
(830,175,263,-2)
(828,175,263,-2)
(826,175,263,-2)
(824,174,263,-2)
(822,174,263,-2)
(820,174,263,-2)
(819,174,263,-2)
(817,174,263,-2)
(815,173,263,-2)
(813,173,263,-2)
(811,173,263,-2)
(809,173,263,-2)
(807,172,263,-2)
(805,172,263,-2)
(803,172,263,-2)
(801,172,263,-2)
(799,172,263,-2)
(797,171,264,-2)
(795,171,264,-2)
(793,171,264,-2)
(791,171,264,-2)
(789,170,264,-2)
(787,170,264,-2)
(785,170,264,-2)
(783,170,264,-2)
(781,170,264,-2)
(779,169,264,-2)
(777,169,264,-2)
(775,169,264,-2)
(773,169,264,-2)
(771,169,264,-2)
(769,168,265,-2)
(767,168,265,-2)
(765,168,265,-2)
(763,168,265,-2)
(761,168,265,-2)
(759,168,265,-2)
(757,167,266,-2)
(755,167,266,-2)
(753,167,266,-2)
(751,167,266,-2)
(749,167,266,-2)
(747,167,266,-2)
(745,167,266,-2)
(743,166,267,-2)
(741,166,267,-2)
(739,166,267,-2)
(737,166,267,-2)
(735,166,267,-2)
(734,166,267,-2)
(732,166,267,-2)
(730,166,267,-2)
(728,166,267,-2)
(726,166,267,-2)
(724,166,267,-2)
(722,166,267,-2)
(720,166,267,-2)
(718,166,267,-2)
(716,166,267,-2)
(714,166,267,-2)
(712,166,267,-2)
(710,166,267,-2)
(708,166,267,-2)
(706,167,272,-2)
(704,167,272,-2)
(702,167,272,-2)
(700,167,272,-2)
(698,167,272,-2)
(696,167,272,-2)
(694,167,272,-2)
(692,167,272,-2)
(690,167,272,-2)
(688,167,272,-2)
(686,167,272,-2)
(684,167,272,-2)
(682,167,272,-2)
(680,168,272,-2)
(678,168,272,-2)
(676,168,272,-2)
(674,168,272,-2)
(672,168,272,-2)
(670,168,272,-2)
(668,168,272,-2)
(666,168,272,-2)
(664,168,272,-2)
(662,168,272,-2)
(660,168,272,-2)
(658,168,272,-2)
(656,169,272,-2)
(654,169,272,-2)
(652,169,272,-2)
(650,169,272,-2)
(648,169,272,-2)
(646,169,272,-2)
(645,169,272,-2)
(643,169,272,-2)
(641,169,272,-2)
(639,169,272,-2)
(637,169,272,-2)
(635,170,273,-2)
(633,170,273,-2)
(631,170,273,-2)
(629,170,273,-2)
(627,170,273,-2)
(625,170,273,-2)
(623,170,273,-2)
(621,170,273,-2)
(619,171,275,-2)
(617,171,275,-2)
(615,171,275,-2)
(613,171,275,-2)
(611,171,275,-2)
(609,172,275,-2)
(607,172,275,-2)
(605,172,275,-2)
(603,172,275,-2)
(601,172,275,-2)
(599,173,276,-2)
(597,173,276,-2)
(595,173,276,-2)
(593,173,276,-2)
(591,173,276,-2)
(589,174,277,-2)
(587,174,277,-2)
(585,174,277,-2)
(583,174,277,-2)
(581,175,278,-2)
(579,175,278,-2)
(577,175,278,-2)
(575,175,278,-2)
(573,176,278,-2)
(571,176,278,-2)
(569,176,278,-2)
(567,177,279,-2)
(565,177,279,-2)
(564,177,279,-2)
(562,178,283,-2)
(560,178,283,-2)
(558,179,284,-2)
(556,179,284,-2)
(554,180,285,-2)
(552,180,285,-2)
(550,181,286,-2)
(548,181,286,-2)
(546,182,287,-2)
(545,182,287,-2)
(543,183,287,-2)
(541,184,288,-2)
(539,184,288,-2)
(537,185,288,-2)
(535,185,288,-2)
(533,186,289,-2)
(531,187,289,-2)
(529,187,289,-2)
(527,188,289,-2)
(525,189,290,-2)
(524,189,290,-2)
(522,190,290,-2)
(520,191,290,-2)
(518,192,290,-2)
(516,192,290,-2)
(514,193,291,-2)
(512,194,291,-2)
(510,194,291,-2)
(508,195,291,-2)
(507,196,291,-2)
(505,197,291,-2)
(503,197,291,-2)
(501,198,292,-2)
(499,199,292,-2)
(497,199,292,-2)
(495,200,292,-2)
(493,201,292,-2)
(492,202,292,-2)
(490,202,292,-2)
(488,203,292,-2)
(486,204,292,-2)
(485,204,292,-2)
(483,205,293,-2)
(481,206,293,-2)
(479,207,293,-2)
(478,208,293,-2)
(476,208,293,-2)
(474,209,293,-2)
(472,210,294,-2)
(470,211,294,-2)
(468,212,294,-2)
(466,212,294,-2)
(465,213,294,-2)
(463,214,294,-2)
(461,215,294,-2)
(459,216,295,-2)
(457,217,295,-2)
(455,217,295,-2)
(454,218,295,-2)
(452,219,295,-2)
(450,220,295,-2)
(448,221,295,-2)
(446,222,295,-2)
(444,223,296,-2)
(443,223,296,-2)
(441,224,296,-2)
(439,225,296,-2)
(437,226,296,-2)
(435,227,296,-2)
(434,228,296,-2)
(432,229,297,-2)
(430,230,297,-2)
(428,231,297,-2)
(426,231,297,-2)
(425,232,297,-2)
(423,233,297,-2)
(421,234,298,-2)
(419,235,298,-2)
(417,236,298,-2)
(416,237,298,-2)
(414,238,298,-2)
(412,239,298,-2)
(411,239,298,-2)
(409,241,300,-2)
(408,242,300,-2)
(406,243,300,-2)
(404,244,300,-2)
(402,245,300,-2)
(401,246,300,-2)
(399,247,300,-2)
(397,248,300,-2)
(395,249,301,-2)
(394,250,301,-2)
(392,251,301,-2)
(390,252,301,-2)
(389,253,301,-2)
(387,254,301,-2)
(385,255,301,-2)
(383,256,301,-2)
(382,257,301,-2)
(380,258,302,-2)
(378,259,302,-2)
(377,260,302,-2)
(375,261,302,-2)
(373,262,302,-2)
(371,263,302,-2)
(370,264,303,-2)
(368,265,303,-2)
(366,267,303,-2)
(365,268,303,-2)
(363,269,303,-2)
(361,270,303,-2)
(360,271,304,-2)
(358,272,304,-2)
(356,273,304,-2)
(355,274,304,-2)
(353,275,305,-2)
(351,277,305,-2)
(350,278,305,-2)
(348,279,306,-2)
(346,280,306,-2)
(345,281,307,-2)
(343,283,307,-2)
(342,284,308,-2)
(340,285,308,-2)
(339,286,310,-2)
(338,287,311,-2)
(336,288,312,-2)
(335,290,312,-2)
(333,291,313,-2)
(332,292,313,-2)
(330,294,314,-2)
(329,295,314,-2)
(327,297,315,-2)
(326,298,315,-2)
(325,299,315,-2)
(323,301,316,-2)
(322,302,316,-2)
(320,304,316,-2)
(319,305,317,-2)
(318,307,317,-2)
(316,308,317,-2)
(315,310,317,-2)
(313,311,318,-2)
(312,313,318,-2)
(311,314,318,-2)
(309,316,318,-2)
(308,317,319,-2)
(307,319,319,-2)
(305,320,319,-2)
(304,322,319,-2)
(303,323,320,-2)
(302,325,320,-2)
(300,326,320,-2)
(299,328,320,-2)
(298,329,320,-2)
(296,331,320,-2)
(295,332,321,-2)
(294,334,321,-2)
(293,336,321,-2)
(291,337,321,-2)
(290,339,321,-2)
(289,340,321,-2)
(288,342,321,-2)
(286,343,322,-2)
(285,345,322,-2)
(284,346,322,-2)
(283,347,322,-2)
(282,349,323,-2)
(281,351,323,-2)
(280,352,323,-2)
(278,354,324,-2)
(277,355,324,-2)
(276,357,324,-2)
(275,359,325,-2)
(274,360,325,-2)
(273,362,325,-2)
(271,364,325,-2)
(270,365,326,-2)
(269,367,326,-2)
(268,369,326,-2)
(267,370,326,-2)
(266,372,327,-2)
(265,374,327,-2)
(264,375,327,-2)
(263,377,327,-2)
(261,379,328,-2)
(260,380,328,-2)
(259,382,328,-2)
(258,384,328,-2)
(257,385,329,-2)
(256,387,329,-2)
(255,389,329,-2)
(254,391,329,-2)
(253,392,330,-2)
(252,394,330,-2)
(251,396,330,-2)
(250,397,331,-2)
(249,399,331,-2)
(248,401,331,-2)
(247,403,332,-2)
(246,404,332,-2)
(245,406,332,-2)
(244,408,333,-2)
(243,410,333,-2)
(243,412,333,-2)
(242,413,334,-2)
(241,415,335,-2)
(240,417,335,-2)
(240,418,335,-2)
(239,420,336,-2)
(238,422,337,-2)
(237,423,337,-2)
(236,425,338,-2)
(236,427,338,-2)
(235,429,338,-2)
(234,431,338,-2)
(233,433,339,-2)
(233,435,339,-2)
(232,436,339,-2)
(231,438,339,-2)
(231,440,339,-2)
(230,442,340,-2)
(229,444,340,-2)
(229,446,340,-2)
(228,448,340,-2)
(227,450,340,-2)
(227,451,340,-2)
(226,453,341,-2)
(225,455,341,-2)
(225,457,341,-2)
(224,459,341,-2)
(223,461,341,-2)
(223,463,341,-2)
(222,465,341,-2)
(221,467,341,-2)
(221,468,341,-2)
(220,470,341,-2)
(219,472,341,-2)
(219,474,341,-2)
(218,476,341,-2)
(217,478,341,-2)
(217,480,341,-2)
(216,482,341,-2)
(215,484,341,-2)
(215,485,341,-2)
(214,487,341,-2)
(213,489,340,-2)
(213,491,340,-2)
(212,493,340,-2)
(212,494,340,-2)
(211,496,342,-2)
(210,498,342,-2)
(210,500,342,-2)
(209,502,342,-2)
(209,504,342,-2)
(208,505,342,-2)
(207,507,342,-2)
(207,509,342,-2)
(206,511,342,-2)
(205,513,342,-2)
(205,515,342,-2)
(204,517,341,-2)
(204,519,341,-2)
(203,521,341,-2)
(202,523,341,-2)
(202,524,341,-2)
(201,526,341,-2)
(200,528,341,-2)
(200,530,341,-2)
(199,532,341,-2)
(198,534,341,-2)
(198,536,341,-2)
(197,538,341,-2)
(196,540,341,-2)
(196,542,341,-2)
(195,543,341,-2)
(194,545,341,-2)
(194,547,341,-2)
(193,549,341,-2)
(192,551,341,-2)
(192,553,341,-2)
(191,555,341,-2)
(190,557,340,-2)
(190,559,340,-2)
(189,560,340,-2)
(188,562,340,-2)
(188,564,340,-2)
(187,566,340,-2)
(186,568,340,-2)
(186,569,340,-2)
(185,571,343,-2)
(185,573,343,-2)
(184,575,342,-2)
(184,577,342,-2)
(183,579,342,-2)
(182,581,341,-2)
(182,582,341,-2)
(181,584,341,-2)
(180,586,341,-2)
(180,588,341,-2)
(179,590,341,-2)
(178,592,341,-2)
(178,594,341,-2)
(177,596,340,-2)
(176,598,340,-2)
(176,600,340,-2)
(175,602,340,-2)
(174,603,340,-2)
(174,605,340,-2)
(173,607,340,-2)
(172,609,340,-2)
(171,611,340,-2)
(171,613,340,-2)
(170,615,340,-2)
(169,617,340,-2)
(169,619,340,-2)
(168,620,340,-2)
(167,622,340,-2)
(166,624,340,-2)
(166,626,340,-2)
(165,628,339,-2)
(164,630,339,-2)
(164,632,339,-2)
(163,634,339,-2)
(162,636,339,-2)
(162,638,339,-2)
(161,639,339,-2)
(160,641,339,-2)
(159,643,340,-2)
(159,645,340,-2)
(158,647,340,-2)
(158,647,340,-2)
(157,649,340,-2)
(156,651,340,-2)
(155,653,340,-2)
(154,655,340,-2)
(153,657,340,-2)
(152,659,340,-2)
(151,661,340,-2)
(150,663,340,-2)
(149,665,340,-2)
(148,667,340,-2)
(147,669,340,-2)
(146,671,340,-2)
(145,673,340,-2)
(144,675,340,-2)
(143,677,340,-2)
(142,679,340,-2)
(141,681,340,-2)
(140,683,340,-2)
(139,685,340,-2)
(138,687,340,-2)
(137,689,340,-2)
(136,691,340,-2)
(135,693,340,-2)
(134,695,340,-2)
(133,697,340,-2)
(132,699,340,-2)
(131,701,340,-2)
(130,703,340,-2)
(129,705,340,-2)
(128,707,340,-2)
(127,709,340,-2)
(126,711,340,-2)
(125,713,340,-2)
(124,715,340,-2)
(123,717,340,-2)
(122,719,340,-2)
(121,721,340,-2)
(120,723,340,-2)
(119,725,340,-2)
(118,727,340,-2)
(117,729,340,-2)
(116,731,340,-2)
(115,733,340,-2)
(114,735,340,-2)
(113,737,340,-2)
(112,739,340,-2)
(111,741,340,-2)
(110,743,340,-2)
(109,745,340,-2)
(108,747,340,-2)
(107,749,340,-2)
(106,751,340,-2)
(105,753,340,-2)
(104,755,340,-2)
(103,757,340,-2)
(102,759,340,-2)
(101,761,340,-2)
(100,763,340,-2)
(99,765,340,-2)
(98,767,340,-2)
(97,769,340,-2)
(96,771,340,-2)
(95,773,340,-2)
(94,775,340,-2)
(93,777,340,-2)
(92,779,340,-2)
(91,781,340,-2)
(90,783,340,-2)
(89,785,340,-2)
(88,787,340,-2)
(87,789,340,-2)
(86,791,340,-2)
(85,793,340,-2)
(84,795,340,-2)
(83,797,340,-2)
(82,799,340,-2)
(81,801,340,-2)
(80,803,340,-2)
(79,805,340,-2)
(78,807,340,-2)
(77,809,340,-2)
(76,811,340,-2)
(75,813,340,-2)
(74,815,340,-2)
(73,817,340,-2)
(72,819,340,-2)
(71,821,340,-2)
(70,823,340,-2)
(69,825,340,-2)
(68,827,340,-2)
(67,829,340,-2)
(66,831,340,-2)
(65,833,340,-2)
(64,835,340,-2)
(63,837,340,-2)
(62,839,340,-2)
(61,841,340,-2)
(60,843,340,-2)
(59,845,340,-2)
(58,847,340,-2)
(57,849,340,-2)
